blockid,dist2midblk,rl_blk_mid_emp,rl_blk_mid_the,session_id,MDHM,Date,jul_day,Time,start_hr,obs_hour,dur_hr,ID,treatment,species,num_idv,obs,foraging,block,block_ns,platform_bearing,tide_dist,tide_ht,fish,block_fac,x,y,idv_rl
3S,179,124.48114260876119,136.94293938040215,C012,8_22_13_45,2020-08-22,28,13:45:00,13,13,0.5,745,OFF,HS,1,LB,0,3,S,350,164,0.15,296,4,161.50847149400212,28.478301137376583,125.41797851129749
3S,179,124.48114260876119,136.94293938040215,C013,8_22_14_9,2020-08-22,28,14:09:00,14,14,0.5,746,OFF,HS,1,LB,0,3,S,350,164,0.15,296,4,161.50847149400212,28.478301137376583,125.41797851129749
3S,179,124.48114260876119,136.94293938040215,T041,8_24_13_40,2020-08-24,30,13:40:00,13,13,0.5,766,ON,HS,2,LB,0,3,S,300,177,1.67,248,4,88.5,153.28649646984564,124.60141719341365
3S,179,124.48114260876119,136.94293938040215,T041,8_24_13_55,2020-08-24,30,13:55:00,13,13,0.5,773,ON,HS,2,LB,0,3,S,320,184,1.56,248,4,140.95217753389193,118.27292018232329,124.18623895982599
3S,179,124.48114260876119,136.94293938040215,C015,8_27_18_41,2020-08-27,33,18:41:00,18,18,0.5,796,OFF,HS,1,LB,0,3,S,350,120,2.28,227,4,118.17693036146497,20.837781320031645,128.76173879185615
3S,179,124.48114260876119,136.94293938040215,T043,9_2_11_20,2020-09-02,39,11:20:00,11,11,0.5,804,ON,HS,1,AB,0,3,S,280,161,0.01,145,4,27.957356604375725,158.5540482349655,125.61560243979335
3S,179,124.48114260876119,136.94293938040215,T045,9_2_13_57,2020-09-02,39,13:57:00,13,13,0.5,827,ON,HS,1,AB,0,3,S,280,143,0.84,145,4,24.831689406370987,140.82750868074575,126.8847044215754
3S,179,124.48114260876119,136.94293938040215,T045,9_2_13_59,2020-09-02,39,13:59:00,13,13,0.5,829,ON,HS,1,AB,0,3,S,280,113,0.86,145,4,19.622244076363085,111.28327609037952,129.4051107539051
3S,179,124.48114260876119,136.94293938040215,T046,9_2_14_40,2020-09-02,39,14:40:00,14,14,0.5,844,ON,HS,1,AB,0,3,S,NA,146,1.38,145,4,NA,NA,126.66246130881744
3S,179,124.48114260876119,136.94293938040215,T048,9_3_11_9,2020-09-03,40,11:09:00,10,11,0.5,867,ON,HS,1,AB,0,3,S,300,131,0.45,407,4,65.5,113.44932789576146,127.82290971820962
3S,179,124.48114260876119,136.94293938040215,T049,9_3_11_53,2020-09-03,40,11:53:00,11,11,0.5,888,ON,HS,2,AB,0,3,S,300,196,0.21,407,4,98,169.74097914174996,123.50995143741395
3S,179,124.48114260876119,136.94293938040215,T049,9_3_11_56,2020-09-03,40,11:56:00,11,11,0.5,889,ON,HS,2,AB,0,3,S,300,130,0.2,407,4,65,112.58330249197702,127.90493560170319
3S,179,124.48114260876119,136.94293938040215,T049,9_3_11_56,2020-09-03,40,11:56:00,11,11,0.5,890,ON,HS,1,AB,0,3,S,310,150,0.2,407,4,96.41814145298089,114.90666646784672,126.37313760400198
3S,179,124.48114260876119,136.94293938040215,T051,9_3_13_44,2020-09-03,40,13:44:00,13,13,0.5,903,ON,HS,1,AB,0,3,S,305,140,0.53,407,4,80.30070108914644,114.68128620045886,127.11165975181504
3S,179,124.48114260876119,136.94293938040215,T051,9_3_14_9,2020-09-03,40,14:09:00,13,14,0.5,913,ON,HS,1,AB,0,3,S,300,240,0.76,407,4,120,207.84609690826525,121.34206580963351
3S,179,124.48114260876119,136.94293938040215,T052,9_3_14_41,2020-09-03,40,14:41:00,14,14,0.5,928,ON,HS,1,AB,0,3,S,300,230,1.1,407,4,115,199.18584287042088,121.79763777197181
3S,179,124.48114260876119,136.94293938040215,T055,9_4_11_45,2020-09-04,41,11:45:00,11,11,0.5,960,ON,HS,1,AB,0,3,S,300,150,0.68,195,4,75,129.9038105676658,126.37313760400198
3S,179,124.48114260876119,136.94293938040215,T055,9_4_11_51,2020-09-04,41,11:51:00,11,11,0.5,962,ON,HS,1,AB,0,3,S,300,130,0.64,195,4,65,112.58330249197702,127.90493560170319
3S,179,124.48114260876119,136.94293938040215,C018,9_5_11_2,2020-09-05,42,11:02:00,11,11,0.5,1050,OFF,HS,1,AB,0,3,S,300,120,1.58,65,4,60,103.92304845413263,128.76173879185615
3S,179,124.48114260876119,136.94293938040215,T063,9_6_10_51,2020-09-06,43,10:51:00,10,10,0.5,1123,ON,HS,1,LB,0,3,S,303,130,2.15,164,4,70.80307455195346,109.02717383290515,127.90493560170319
3S,179,124.48114260876119,136.94293938040215,T066,9_6_13_26,2020-09-06,43,13:26:00,13,13,0.5,1144,ON,HS,1,LB,0,3,S,300,143,1.12,164,4,71.5,123.84163274117472,126.8847044215754
3S,179,124.48114260876119,136.94293938040215,T070,9_7_10_15,2020-09-07,44,10:15:00,10,10,0.5,1180,ON,HS,1,AC,0,3,S,304,136,2.67,181,4,76.05023487202159,112.74910986748566,127.42195177952826
3S,179,124.48114260876119,136.94293938040215,T070,9_7_10_38,2020-09-07,44,10:38:00,10,10,0.5,1187,ON,HS,1,AC,0,3,S,302,189,2.57,181,4,100.15474094007568,160.28109017356454,123.89924253524939
3S,179,124.48114260876119,136.94293938040215,T071,9_7_11_20,2020-09-07,44,11:20:00,11,11,0.5,1194,ON,HS,1,AC,0,3,S,302,201,2.34,181,4,106.51377211087414,170.45766732744167,123.24030681663118
3S,179,124.48114260876119,136.94293938040215,T072,9_7_11_39,2020-09-07,44,11:39:00,11,11,0.5,1195,ON,HS,1,AC,0,3,S,302,201,2.23,181,4,106.51377211087414,170.45766732744167,123.24030681663118
3S,179,124.48114260876119,136.94293938040215,T073,9_7_12_34,2020-09-07,44,12:34:00,12,12,0.5,1200,ON,HS,1,AC,0,3,S,302,138,1.89,181,4,73.12885846418224,117.03063726958682,127.26568147983446
3S,179,124.48114260876119,136.94293938040215,T074,9_7_13_8,2020-09-07,44,13:08:00,13,13,0.5,1208,ON,HS,1,AC,0,3,S,298,202,1.7,181,4,94.83325568274986,178.35541375750327,123.18718350453963
3S,179,124.48114260876119,136.94293938040215,T076,9_7_14_37,2020-09-07,44,14:37:00,14,14,0.5,1245,ON,HS,1,AC,0,3,S,301,115,1.41,181,4,59.22937861465621,98.57423958074291,129.21731075419444
3S,179,124.48114260876119,136.94293938040215,T079,9_8_11_34,2020-09-08,45,11:34:00,11,11,0.5,1258,ON,HS,1,AC,0,3,S,300,180,2.57,314,4,90,155.88457268119896,124.421508329642
3S,179,124.48114260876119,136.94293938040215,T080,9_8_12_19,2020-09-08,45,12:19:00,11,12,0.5,1261,ON,HS,1,AC,0,3,S,300,180,2.39,314,4,90,155.88457268119896,124.421508329642
3S,179,124.48114260876119,136.94293938040215,C025,9_9_9_59,2020-09-09,46,09:59:00,9,9,0.5,1271,ON,HS,1,AMB,0,3,S,303,130,2.6,270,4,70.80307455195346,109.02717383290515,127.90493560170319
3S,179,124.48114260876119,136.94293938040215,C025,9_9_10_13,2020-09-09,46,10:13:00,9,10,0.5,1281,ON,HS,1,AMB,0,3,S,303,110,2.65,270,4,59.91029385165293,92.25376247399667,129.69313688608833
3S,179,124.48114260876119,136.94293938040215,C027,9_9_12_17,2020-09-09,46,12:17:00,12,12,0.5,1312,OFF,HS,1,AB,0,3,S,300,124,2.66,270,4,62,107.38715006927039,128.41074585801044
3S,179,124.48114260876119,136.94293938040215,C029,9_9_13_55,2020-09-09,46,13:55:00,13,13,0.5,1348,OFF,HS,2,AB,0,3,S,300,130,2.39,270,4,65,112.58330249197702,127.90493560170319
3S,179,124.48114260876119,136.94293938040215,T082,9_10_12_15,2020-09-10,47,12:15:00,11,12,0.5,1427,ON,HS,1,AMB,0,3,S,299,126,2.76,728,4,61.08601215103849,110.20208309956385,128.23947299746354
3S,179,124.48114260876119,136.94293938040215,T083,9_10_12_31,2020-09-10,47,12:31:00,12,12,0.5,1432,ON,HS,1,AMB,0,3,S,296,121,2.77,728,4,53.042908761478365,108.75407960219921,128.67290570596052
3S,179,124.48114260876119,136.94293938040215,T088,9_11_12_23,2020-09-11,48,12:23:00,12,12,0.5,1476,ON,HS,1,AC,0,3,S,299,190,2.7,1153,4,92.11382784680407,166.17774435648516,123.84275519880066
3N,183.5,124.21536639389765,136.72727862823785,B006,8_10_13_38,2020-08-10,1,13:38:00,13,13,0.5,7,OFF,HS,3,LB,0,3,N,NA,139,1.82,849,5,NA,NA,127.18839359593865
3N,183.5,124.21536639389765,136.72727862823785,B007,8_10_14_11,2020-08-10,16,14:11:00,14,14,0.5,22,OFF,HS,2,LB,0,3,N,NA,112,1.67,849,5,NA,NA,129.5002609396692
3N,183.5,124.21536639389765,136.72727862823785,B007,8_10_14_15,2020-08-10,16,14:15:00,14,14,0.5,23,OFF,HS,2,LB,0,3,N,NA,125,1.65,849,5,NA,NA,128.32476687836197
3N,183.5,124.21536639389765,136.72727862823785,B007,8_10_14_25,2020-08-10,16,14:25:00,14,14,0.5,27,OFF,HS,1,LB,0,3,N,NA,208,1.61,849,5,NA,NA,122.87386380733474
3N,183.5,124.21536639389765,136.72727862823785,B008,8_10_14_31,2020-08-10,16,14:31:00,14,14,0.5,29,OFF,HS,3,LB,0,3,N,NA,203,1.59,849,5,NA,NA,123.13432253086066
3N,183.5,124.21536639389765,136.72727862823785,B008,8_10_14_36,2020-08-10,16,14:36:00,14,14,0.5,30,OFF,HS,3,LB,0,3,N,NA,203,1.57,849,5,NA,NA,123.13432253086066
3N,183.5,124.21536639389765,136.72727862823785,B008,8_10_14_37,2020-08-10,16,14:37:00,14,14,0.5,31,OFF,HS,3,LB,0,3,N,NA,178,1.56,849,5,NA,NA,124.54111097522036
3N,183.5,124.21536639389765,136.72727862823785,B008,8_10_14_40,2020-08-10,16,14:40:00,14,14,0.5,32,OFF,HS,1,LB,0,3,N,NA,179,1.55,849,5,NA,NA,124.48114260876119
3N,183.5,124.21536639389765,136.72727862823785,B010,8_11_14_8,2020-08-11,17,14:08:00,13,14,0.5,74,OFF,HS,1,LB,0,3,N,NA,158,2.16,891,5,NA,NA,125.8169436499328
3N,183.5,124.21536639389765,136.72727862823785,B011,8_11_15_11,2020-08-11,17,15:11:00,15,15,0.5,79,OFF,HS,1,LB,0,3,N,NA,209,1.98,891,5,NA,NA,122.82252401867285
3N,183.5,124.21536639389765,136.72727862823785,B013,8_12_11_31,2020-08-12,18,11:31:00,11,11,0.5,124,OFF,HS,1,LB,0,3,N,NA,141,2.28,137,5,NA,NA,127.03547206067587
3N,183.5,124.21536639389765,136.72727862823785,B014,8_12_13_45,2020-08-12,18,13:45:00,13,13,0.5,143,OFF,HS,1,LB,0,3,N,NA,145,2.52,137,5,NA,NA,126.73603084526177
3N,183.5,124.21536639389765,136.72727862823785,B015,8_12_14_22,2020-08-12,18,14:22:00,14,14,0.5,150,OFF,HS,1,LB,0,3,N,NA,182,2.49,137,5,NA,NA,124.30322728730211
3N,183.5,124.21536639389765,136.72727862823785,B019,8_13_13_34,2020-08-13,19,13:34:00,13,13,0.5,204,OFF,HS,1,LB,0,3,N,NA,164,2.61,202,5,NA,NA,125.41797851129749
3N,183.5,124.21536639389765,136.72727862823785,B019,8_13_13_43,2020-08-13,19,13:43:00,13,13,0.5,210,OFF,HS,1,LB,1,3,N,NA,136,2.63,202,5,NA,NA,127.42195177952826
3N,183.5,124.21536639389765,136.72727862823785,B020,8_13_14_21,2020-08-13,19,14:21:00,14,14,0.5,220,OFF,HS,1,LB,0,3,N,NA,243,2.71,202,5,NA,NA,121.20909111307634
3N,183.5,124.21536639389765,136.72727862823785,B020,8_13_14_24,2020-08-13,19,14:24:00,14,14,0.5,222,OFF,HS,1,LB,0,3,N,NA,145,2.71,202,5,NA,NA,126.73603084526177
3N,183.5,124.21536639389765,136.72727862823785,B020,8_13_14_25,2020-08-13,19,14:25:00,14,14,0.5,223,OFF,HS,1,LB,0,3,N,NA,228,2.71,202,5,NA,NA,121.89112592444067
3N,183.5,124.21536639389765,136.72727862823785,B021,8_13_15_4,2020-08-13,19,15:04:00,14,15,0.5,234,OFF,HS,1,LB,0,3,N,NA,198,2.74,202,5,NA,NA,123.4012771495142
3N,183.5,124.21536639389765,136.72727862823785,B022,8_14_13_4,2020-08-14,20,13:04:00,13,13,0.5,241,OFF,HS,1,LB,0,3,N,NA,191,2.32,632,5,NA,NA,123.7865643851685
3N,183.5,124.21536639389765,136.72727862823785,B022,8_14_13_6,2020-08-14,20,13:06:00,13,13,0.5,244,OFF,HS,1,LB,0,3,N,NA,209,2.33,632,5,NA,NA,122.82252401867285
3N,183.5,124.21536639389765,136.72727862823785,B022,8_14_13_30,2020-08-14,20,13:30:00,13,13,0.5,255,OFF,HS,2,LB,0,3,N,NA,128,2.5,632,5,NA,NA,128.07089745970183
3N,183.5,124.21536639389765,136.72727862823785,B023,8_14_14_6,2020-08-14,20,14:06:00,13,14,0.5,266,OFF,HS,3,LB,0,3,N,NA,132,2.69,632,5,NA,NA,127.74150761172834
3N,183.5,124.21536639389765,136.72727862823785,B023,8_14_14_12,2020-08-14,20,14:12:00,13,14,0.5,269,OFF,HS,1,LB,0,3,N,NA,116,2.72,632,5,NA,NA,129.12463203311592
3N,183.5,124.21536639389765,136.72727862823785,B024,8_14_14_25,2020-08-14,20,14:25:00,14,14,0.5,271,OFF,HS,1,LB,0,3,N,NA,175,2.78,632,5,NA,NA,124.72305856396088
3N,183.5,124.21536639389765,136.72727862823785,B024,8_14_14_45,2020-08-14,20,14:45:00,14,14,0.5,284,OFF,HS,2,LB,0,3,N,NA,131,2.84,632,5,NA,NA,127.82290971820962
3N,183.5,124.21536639389765,136.72727862823785,T001,8_14_19_21,2020-08-14,20,19:21:00,19,19,0.5,289,ON,HS,2,LB,0,3,N,295,200,2.52,632,5,84.52365234813992,181.26155740732997,123.2936950839935
3N,183.5,124.21536639389765,136.72727862823785,T001,8_14_19_37,2020-08-14,20,19:37:00,19,19,0.5,292,ON,HS,1,LB,0,3,N,6,175,2.48,632,5,174.04133168944782,-18.292481071839358,124.72305856396088
3N,183.5,124.21536639389765,136.72727862823785,T001,8_14_19_53,2020-08-14,20,19:53:00,19,19,0.5,293,ON,HS,1,LB,0,3,N,6,175,2.44,632,5,174.04133168944782,-18.292481071839358,124.72305856396088
3N,183.5,124.21536639389765,136.72727862823785,T002,8_15_10_18,2020-08-15,21,10:18:00,10,10,0.5,294,ON,HS,2,LB,0,3,N,86,130,0.26,170,5,9.068341586736281,-129.68332653377715,127.90493560170319
3N,183.5,124.21536639389765,136.72727862823785,T002,8_15_10_22,2020-08-15,21,10:22:00,10,10,0.5,296,ON,HS,2,LB,0,3,N,159,132,0.29,170,5,-123.23261629763063,-47.30456933997963,127.74150761172834
3N,183.5,124.21536639389765,136.72727862823785,T002,8_15_10_24,2020-08-15,21,10:24:00,10,10,0.5,297,ON,HS,3,LB,0,3,N,326,185,0.31,170,5,153.37195092268274,103.45068714208811,124.12822079385495
3N,183.5,124.21536639389765,136.72727862823785,T004,8_15_11_47,2020-08-15,21,11:47:00,11,11,0.5,311,ON,HS,2,LB,0,3,N,316,168,1.1,170,5,120.84908645689335,116.7026062371116,125.16003047745505
3N,183.5,124.21536639389765,136.72727862823785,T005,8_15_12_55,2020-08-15,21,12:55:00,12,12,0.5,318,ON,HS,1,LB,0,3,N,355,234,1.85,170,5,233.10955935346846,20.394443802952047,121.61307586512908
3N,183.5,124.21536639389765,136.72727862823785,T006,8_15_13_31,2020-08-15,21,13:31:00,13,13,0.5,325,ON,HS,1,LB,0,3,N,279,235,2.22,170,5,36.76209928445421,232.10676003985736,121.56742835281322
3N,183.5,124.21536639389765,136.72727862823785,T007,8_15_14_5,2020-08-15,21,14:05:00,14,14,0.5,333,ON,HS,1,LB,0,3,N,330,210,2.52,170,5,181.86533479473206,105.0000000000001,122.77142928960089
3N,183.5,124.21536639389765,136.72727862823785,T007,8_15_14_9,2020-08-15,21,14:09:00,14,14,0.5,334,ON,HS,1,LB,0,3,N,290,175,2.55,170,5,59.85352508199208,164.44620863753394,124.72305856396088
3N,183.5,124.21536639389765,136.72727862823785,T007,8_15_14_21,2020-08-15,21,14:21:00,14,14,0.5,339,ON,HS,1,LB,0,3,N,283,199,2.64,170,5,44.765259814429115,193.89964289226182,123.34735096283639
3N,183.5,124.21536639389765,136.72727862823785,T007,8_15_14_25,2020-08-15,21,14:25:00,14,14,0.5,340,ON,HS,1,LB,0,3,N,310,160,2.67,170,5,102.84601754984628,122.56711089903649,125.68229627184766
3N,183.5,124.21536639389765,136.72727862823785,T007,8_15_14_27,2020-08-15,21,14:27:00,14,14,0.5,341,ON,HS,1,LB,0,3,N,305,158,2.69,170,5,90.62507694346527,129.4260229976607,125.8169436499328
3N,183.5,124.21536639389765,136.72727862823785,T008,8_15_15_13,2020-08-15,21,15:13:00,14,15,0.5,351,ON,HS,2,LB,0,3,N,320,176,2.95,170,5,134.8238219889401,113.13061930483097,124.66206509171985
3N,183.5,124.21536639389765,136.72727862823785,T009,8_15_15_32,2020-08-15,21,15:32:00,15,15,0.5,354,ON,HS,2,LB,0,3,N,262,168,3.02,170,5,-23.381080961291058,166.3650355485838,125.16003047745505
3N,183.5,124.21536639389765,136.72727862823785,T009,8_15_15_36,2020-08-15,21,15:36:00,15,15,0.5,355,ON,HS,2,LB,0,3,N,262,168,3.04,170,5,-23.381080961291058,166.3650355485838,125.16003047745505
3N,183.5,124.21536639389765,136.72727862823785,T009,8_15_15_55,2020-08-15,21,15:55:00,15,15,0.5,362,ON,HS,1,LB,0,3,N,318,212,3.09,170,5,157.5467030012076,141.85568854807792,122.66996572977206
3N,183.5,124.21536639389765,136.72727862823785,T010,8_15_16_23,2020-08-15,21,16:23:00,16,16,0.5,364,ON,HS,1,LB,0,3,N,309,130,3.15,170,5,81.81165083647888,101.02897498940621,127.90493560170319
3N,183.5,124.21536639389765,136.72727862823785,T010,8_15_16_30,2020-08-15,21,16:30:00,16,16,0.5,368,ON,HS,1,LB,0,3,N,305,180,3.15,170,5,103.24375854318829,147.44736797201853,124.421508329642
3N,183.5,124.21536639389765,136.72727862823785,T011,8_16_10_5,2020-08-16,22,10:05:00,10,10,0.5,376,ON,HS,2,LB,0,3,N,262,190,-0.27,551,5,-26.442889182412507,188.15093306089835,123.84275519880066
3N,183.5,124.21536639389765,136.72727862823785,T011,8_16_10_27,2020-08-16,22,10:27:00,10,10,0.5,380,ON,HS,1,LB,0,3,N,329,149,-0.18,551,5,127.7179278046147,76.74067316159812,126.44473870987503
3N,183.5,124.21536639389765,136.72727862823785,T014,8_16_12_40,2020-08-16,22,12:40:00,12,12,0.5,388,ON,HS,2,LB,0,3,N,275,140,1.13,551,5,12.201803984672104,139.4672577328444,127.11165975181504
3N,183.5,124.21536639389765,136.72727862823785,T014,8_16_12_55,2020-08-16,22,12:55:00,12,12,0.5,392,ON,HS,1,LB,0,3,N,242,210,1.32,551,5,-98.58902818503705,185.41899450037468,122.77142928960089
3N,183.5,124.21536639389765,136.72727862823785,T014,8_16_12_56,2020-08-16,22,12:56:00,12,12,0.5,393,ON,HS,1,LB,0,3,N,242,210,1.33,551,5,-98.58902818503705,185.41899450037468,122.77142928960089
3N,183.5,124.21536639389765,136.72727862823785,T015,8_16_13_36,2020-08-16,22,13:36:00,13,13,0.5,400,ON,HS,1,LB,0,3,N,NA,203,1.84,551,5,NA,NA,123.13432253086066
3N,183.5,124.21536639389765,136.72727862823785,T015,8_16_13_39,2020-08-16,22,13:39:00,13,13,0.5,402,ON,HS,2,LB,0,3,N,NA,171,1.87,551,5,NA,NA,124.97056844444916
3N,183.5,124.21536639389765,136.72727862823785,T016,8_16_14_42,2020-08-16,22,14:42:00,14,14,0.5,414,ON,HS,2,LB,0,3,N,335,180,2.56,551,5,163.135401666597,76.07128711332585,124.421508329642
3N,183.5,124.21536639389765,136.72727862823785,T017,8_16_15_20,2020-08-16,22,15:20:00,15,15,0.5,419,ON,HS,1,LB,0,3,N,256,155,2.88,551,5,-37.49789381794851,150.39583757277944,126.02214467015628
3N,183.5,124.21536639389765,136.72727862823785,T017,8_16_15_25,2020-08-16,22,15:25:00,15,15,0.5,421,ON,HS,1,LB,0,3,N,226,170,2.91,551,5,-118.09192297802953,122.2877660575707,125.0333505916741
3N,183.5,124.21536639389765,136.72727862823785,T018,8_17_10_5,2020-08-17,23,10:05:00,9,10,0.5,431,ON,HS,2,LB,0,3,N,230,141,-0.51,281,5,-90.63305296580208,108.01226647977589,127.03547206067587
3N,183.5,124.21536639389765,136.72727862823785,T018,8_17_10_6,2020-08-17,23,10:06:00,9,10,0.5,432,ON,HS,2,LB,0,3,N,217,218,-0.51,281,5,-174.10254119030984,131.19567504714655,122.37122097978755
3N,183.5,124.21536639389765,136.72727862823785,T018,8_17_10_10,2020-08-17,23,10:10:00,9,10,0.5,433,ON,HS,2,LB,0,3,N,217,218,-0.52,281,5,-174.10254119030984,131.19567504714655,122.37122097978755
3N,183.5,124.21536639389765,136.72727862823785,T018,8_17_10_16,2020-08-17,23,10:16:00,9,10,0.5,436,ON,HS,2,LB,0,3,N,243,227,-0.52,281,5,-103.05584344087715,202.2584809907595,121.93817798005244
3N,183.5,124.21536639389765,136.72727862823785,T019,8_17_10_35,2020-08-17,23,10:35:00,10,10,0.5,438,ON,HS,1,LB,0,3,N,226,170,-0.5,281,5,-118.09192297802953,122.2877660575707,125.0333505916741
3N,183.5,124.21536639389765,136.72727862823785,T019,8_17_10_41,2020-08-17,23,10:41:00,10,10,0.5,441,ON,HS,2,LB,0,3,N,225,176,-0.49,281,5,-124.45079348883239,124.45079348883235,124.66206509171985
3N,183.5,124.21536639389765,136.72727862823785,T019,8_17_10_47,2020-08-17,23,10:47:00,10,10,0.5,443,ON,HS,2,LB,0,3,N,320,215,-0.47,281,5,164.69955527058025,138.199336082606,122.51955118811075
3N,183.5,124.21536639389765,136.72727862823785,T019,8_17_10_57,2020-08-17,23,10:57:00,10,10,0.5,445,ON,HS,1,LB,0,3,N,45,130,-0.43,281,5,91.92388155425118,-91.92388155425117,127.90493560170319
3N,183.5,124.21536639389765,136.72727862823785,T020,8_17_11_43,2020-08-17,23,11:43:00,11,11,0.5,451,ON,HS,1,LB,0,3,N,232,160,-0.11,281,5,-98.50583605210531,126.08172057707552,125.68229627184766
3N,183.5,124.21536639389765,136.72727862823785,T020,8_17_11_43,2020-08-17,23,11:43:00,11,11,0.5,452,ON,HS,1,LB,0,3,N,195,212,-0.11,281,5,-204.77627517328247,54.86963756173441,122.66996572977206
3N,183.5,124.21536639389765,136.72727862823785,T021,8_17_12_28,2020-08-17,23,12:28:00,12,12,0.5,461,ON,HS,3,LB,0,3,N,265,220,0.37,281,5,-19.174263404484815,219.162833580184,122.2734639038657
3N,183.5,124.21536639389765,136.72727862823785,T022,8_17_13_33,2020-08-17,23,13:33:00,13,13,0.5,468,ON,HS,1,LB,0,3,N,230,236,1.24,281,5,-151.69787588602335,180.7864885760788,121.52197467340517
3N,183.5,124.21536639389765,136.72727862823785,T022,8_17_13_46,2020-08-17,23,13:46:00,13,13,0.5,472,ON,HS,2,LB,0,3,N,247,145,1.42,281,5,-56.656013630944706,133.47320375060383,126.73603084526177
3N,183.5,124.21536639389765,136.72727862823785,T023,8_17_14_26,2020-08-17,23,14:26:00,14,14,0.5,476,ON,HS,2,LB,0,3,N,225,160,1.97,281,5,-113.13708498984764,113.1370849898476,125.68229627184766
3N,183.5,124.21536639389765,136.72727862823785,T023,8_17_14_28,2020-08-17,23,14:28:00,14,14,0.5,477,ON,HS,3,LB,0,3,N,230,160,2,281,5,-102.84601754984634,122.56711089903646,125.68229627184766
3N,183.5,124.21536639389765,136.72727862823785,T023,8_17_14_45,2020-08-17,23,14:45:00,14,14,0.5,482,ON,HS,1,LB,0,3,N,350,205,2.21,281,5,201.88558936750263,35.59787642172073,123.02937732344333
3N,183.5,124.21536639389765,136.72727862823785,C002,8_18_10_51,2020-08-18,24,10:51:00,10,10,0.5,499,OFF,HS,2,LB,0,3,N,5,150,-0.63,239,5,149.42920471376183,-13.073361412148724,126.37313760400198
3N,183.5,124.21536639389765,136.72727862823785,C002,8_18_11_2,2020-08-18,24,11:02:00,10,11,0.5,505,OFF,HS,1,LB,0,3,N,358,137,-0.64,239,5,136.91654330161612,4.781231048242612,127.34353146236862
3N,183.5,124.21536639389765,136.72727862823785,C003,8_18_11_40,2020-08-18,24,11:40:00,11,11,0.5,511,OFF,HS,3,LB,0,3,N,329,220,-0.54,239,5,188.57680615446466,113.30837648021199,122.2734639038657
3N,183.5,124.21536639389765,136.72727862823785,C003,8_18_11_47,2020-08-18,24,11:47:00,11,11,0.5,513,OFF,HS,2,LB,0,3,N,327,230,-0.5,239,5,192.89423062744754,125.2669780534562,121.79763777197181
3N,183.5,124.21536639389765,136.72727862823785,C003,8_18_11_53,2020-08-18,24,11:53:00,11,11,0.5,514,OFF,HS,2,LB,0,3,N,337,240,-0.47,239,5,220.92116482858566,93.77547083742573,121.34206580963351
3N,183.5,124.21536639389765,136.72727862823785,C003,8_18_11_54,2020-08-18,24,11:54:00,11,11,0.5,515,OFF,HS,2,LB,0,3,N,349,225,-0.46,239,5,220.8661162757244,42.93202395972255,122.03290714178783
3N,183.5,124.21536639389765,136.72727862823785,C004,8_18_13_25,2020-08-18,24,13:25:00,13,13,0.5,519,OFF,HS,1,LB,0,3,N,0,220,0.52,239,5,220,-0,122.2734639038657
3N,183.5,124.21536639389765,136.72727862823785,C004,8_18_13_42,2020-08-18,24,13:42:00,13,13,0.5,521,OFF,HS,3,LB,0,3,N,NA,172,0.76,239,5,NA,NA,124.90815237596493
3N,183.5,124.21536639389765,136.72727862823785,C006,8_18_15_2,2020-08-18,24,15:02:00,14,15,0.5,536,OFF,HS,1,LB,0,3,N,310,140,1.95,239,5,89.9902653561155,107.24622203665693,127.11165975181504
3N,183.5,124.21536639389765,136.72727862823785,C006,8_18_15_6,2020-08-18,24,15:06:00,14,15,0.5,538,OFF,HS,2,LB,0,3,N,285,207,2.01,239,5,53.5755423362217,199.94664604183717,122.9254510176203
3N,183.5,124.21536639389765,136.72727862823785,C008,8_19_9_44,2020-08-19,25,09:44:00,9,9,0.5,550,OFF,HS,1,LB,0,3,N,300,203,0.28,520,5,101.5,175.80315696824104,123.13432253086066
3N,183.5,124.21536639389765,136.72727862823785,T026,8_19_10_41,2020-08-19,25,10:41:00,10,10,0.5,564,ON,HS,3,LB,0,3,N,355,181,-0.36,520,5,180.31124035460596,15.775189437326155,124.36220443603546
3N,183.5,124.21536639389765,136.72727862823785,T026,8_19_10_48,2020-08-19,25,10:48:00,10,10,0.5,567,ON,HS,3,LB,0,3,N,0,221,-0.42,520,5,221,-0,122.22491812716117
3N,183.5,124.21536639389765,136.72727862823785,T027,8_19_11_13,2020-08-19,25,11:13:00,11,11,0.5,570,ON,HS,2,LB,0,3,N,235,196,-0.57,520,5,-112.42098152480509,160.55380068064235,123.50995143741395
3N,183.5,124.21536639389765,136.72727862823785,T027,8_19_11_29,2020-08-19,25,11:29:00,11,11,0.5,579,ON,HS,1,LB,0,3,N,271,240,-0.63,520,5,4.188577544947951,239.9634468375339,121.34206580963351
3N,183.5,124.21536639389765,136.72727862823785,T027,8_19_11_37,2020-08-19,25,11:37:00,11,11,0.5,584,ON,HS,1,LB,0,3,N,306,196,-0.64,520,5,115.2059094493247,158.5673308974897,123.50995143741395
3N,183.5,124.21536639389765,136.72727862823785,T027,8_19_11_40,2020-08-19,25,11:40:00,11,11,0.5,585,ON,HS,1,LB,0,3,N,336,207,-0.64,520,5,189.1039097320184,84.19448511669063,122.9254510176203
